1646508273 1857916052 {'positive': 1, 'negative': 0, 'total': 2}
1654724491 1450409871 {'positive': 1, 'negative': 0, 'total': 56}
1808011764 2042034593 {'positive': 1, 'negative': 0, 'total': 18}
1648556820 1074333365 {'positive': 1, 'negative': 0, 'total': 30}
1648760325 1074333365 {'positive': 1, 'negative': 0, 'total': 23}
1808036184 2249930312 {'positive': 1, 'negative': 0, 'total': 7}
1807957273 2249930312 {'positive': 1, 'negative': 0, 'total': 8}
1654785632 2249930312 {'positive': 1, 'negative': 0, 'total': 97}
1820023830 2249930312 {'positive': 1, 'negative': 0, 'total': 109}
1648421191 1728971380 {'positive': 1, 'negative': 0, 'total': 67}
1648416505 1728971380 {'positive': 0, 'negative': 1, 'total': 64}
1648465222 1728971380 {'positive': 0, 'negative': 1, 'total': 37}
1648562377 1728971380 {'positive': 1, 'negative': 0, 'total': 49}
1648653923 1728971380 {'positive': 1, 'negative': 0, 'total': 45}
1648765572 1728971380 {'positive': 1, 'negative': 0, 'total': 33}
1648771254 1728971380 {'positive': 0, 'negative': 1, 'total': 41}
1648431152 2149274037 {'positive': 1, 'negative': 0, 'total': 23}
1648641505 2149274037 {'positive': 1, 'negative': 0, 'total': 33}
1648692632 2149274037 {'positive': 0, 'negative': 1, 'total': 31}
1648719301 2149274037 {'positive': 0, 'negative': 1, 'total': 10}
1648772327 2149274037 {'positive': 1, 'negative': 0, 'total': 21}
1819052297 2149274037 {'positive': 0, 'negative': 1, 'total': 72}
1654683274 2149274037 {'positive': 0, 'negative': 1, 'total': 92}
1819138773 2149274037 {'positive': 0, 'negative': 1, 'total': 72}
1648461400 2028896463 {'positive': 1, 'negative': 0, 'total': 8}
1808851574 2028896463 {'positive': 1, 'negative': 0, 'total': 6}
1654801800 2028896463 {'positive': 1, 'negative': 0, 'total': 19}
1689138192 2028896463 {'positive': 1, 'negative': 0, 'total': 7}
1807957661 1864468763 {'positive': 1, 'negative': 0, 'total': 12}
1648484675 1864468763 {'positive': 1, 'negative': 0, 'total': 17}
1807992172 1864468763 {'positive': 1, 'negative': 0, 'total': 45}
1648761585 1864468763 {'positive': 1, 'negative': 0, 'total': 26}
1654791141 1864468763 {'positive': 1, 'negative': 0, 'total': 38}
1654799492 1864468763 {'positive': 0, 'negative': 1, 'total': 85}
1820031453 1864468763 {'positive': 1, 'negative': 0, 'total': 21}
1820051271 1864468763 {'positive': 1, 'negative': 0, 'total': 95}
1648411683 1641982553 {'positive': 0, 'negative': 1, 'total': 13}
1648437932 1641982553 {'positive': 1, 'negative': 0, 'total': 55}
1648480757 1641982553 {'positive': 1, 'negative': 0, 'total': 27}
1648543260 1641982553 {'positive': 1, 'negative': 0, 'total': 32}
1808025842 1641982553 {'positive': 1, 'negative': 0, 'total': 9}
1648623305 1641982553 {'positive': 1, 'negative': 0, 'total': 22}
1648621602 1641982553 {'positive': 0, 'negative': 1, 'total': 15}
1648659250 1641982553 {'positive': 1, 'negative': 0, 'total': 32}
1648674721 1641982553 {'positive': 1, 'negative': 0, 'total': 19}
1648692632 1641982553 {'positive': 0, 'negative': 1, 'total': 31}
1808796422 1641982553 {'positive': 1, 'negative': 0, 'total': 13}
1808789690 1641982553 {'positive': 0, 'negative': 1, 'total': 28}
1648736703 1641982553 {'positive': 1, 'negative': 0, 'total': 18}
1648737851 1641982553 {'positive': 1, 'negative': 0, 'total': 22}
1648752397 1641982553 {'positive': 1, 'negative': 0, 'total': 45}
1654656014 1641982553 {'positive': 1, 'negative': 0, 'total': 21}
1654667045 1641982553 {'positive': 1, 'negative': 0, 'total': 126}
1819125741 1641982553 {'positive': 1, 'negative': 0, 'total': 147}
1654710041 1641982553 {'positive': 1, 'negative': 0, 'total': 51}
1654720103 1641982553 {'positive': 2, 'negative': 0, 'total': 84}
1654741464 1641982553 {'positive': 1, 'negative': 0, 'total': 117}
1654754317 1641982553 {'positive': 1, 'negative': 0, 'total': 45}
1654777503 1641982553 {'positive': 1, 'negative': 0, 'total': 99}
1654793181 1641982553 {'positive': 1, 'negative': 0, 'total': 83}
1654796774 1641982553 {'positive': 1, 'negative': 0, 'total': 71}
1654808361 1641982553 {'positive': 1, 'negative': 0, 'total': 5}
1654809764 1641982553 {'positive': 1, 'negative': 0, 'total': 53}
1654849555 1641982553 {'positive': 1, 'negative': 0, 'total': 133}
1820051271 1641982553 {'positive': 1, 'negative': 0, 'total': 95}
1654872630 1641982553 {'positive': 1, 'negative': 0, 'total': 61}
1820790617 1641982553 {'positive': 1, 'negative': 0, 'total': 44}
1656260745 1641982553 {'positive': 1, 'negative': 0, 'total': 25}
1654764185 1641982553 {'positive': 2, 'negative': 0, 'total': 91}
1654702795 1641982553 {'positive': 1, 'negative': 0, 'total': 34}
1654736305 1641982553 {'positive': 1, 'negative': 0, 'total': 51}
1819927752 1641982553 {'positive': 1, 'negative': 0, 'total': 27}
1654778070 1641982553 {'positive': 0, 'negative': 1, 'total': 52}
1808017920 2352294562 {'positive': 1, 'negative': 0, 'total': 21}
1648725235 1885695252 {'positive': 0, 'negative': 1, 'total': 39}
1820000443 1885695252 {'positive': 1, 'negative': 0, 'total': 59}
1648541970 1971489044 {'positive': 0, 'negative': 1, 'total': 31}
1808043911 1971489044 {'positive': 1, 'negative': 0, 'total': 32}
1808853184 1971489044 {'positive': 0, 'negative': 1, 'total': 9}
1819138773 1971489044 {'positive': 1, 'negative': 0, 'total': 72}
1654824974 1971489044 {'positive': 0, 'negative': 1, 'total': 116}
1819078137 1971489044 {'positive': 0, 'negative': 1, 'total': 32}
1807983075 1610995910 {'positive': 0, 'negative': 1, 'total': 15}
1808804582 1610995910 {'positive': 1, 'negative': 0, 'total': 38}
1819045984 1610995910 {'positive': 1, 'negative': 0, 'total': 89}
1654699920 1610995910 {'positive': 1, 'negative': 0, 'total': 68}
1654693175 1610995910 {'positive': 1, 'negative': 0, 'total': 43}
1654838353 1610995910 {'positive': 1, 'negative': 0, 'total': 62}
1648792847 1785443422 {'positive': 1, 'negative': 0, 'total': 4}
1820061004 1785443422 {'positive': 1, 'negative': 0, 'total': 52}
1648659250 1655422175 {'positive': 1, 'negative': 0, 'total': 32}
1654793181 1655422175 {'positive': 1, 'negative': 0, 'total': 83}
1654863421 1655422175 {'positive': 1, 'negative': 0, 'total': 58}
1807958282 1228752894 {'positive': 1, 'negative': 0, 'total': 24}
1648572024 1228752894 {'positive': 1, 'negative': 0, 'total': 17}
1654734003 1228752894 {'positive': 0, 'negative': 1, 'total': 47}
1648421191 1611082224 {'positive': 1, 'negative': 0, 'total': 67}
1648416505 1611082224 {'positive': 1, 'negative': 0, 'total': 64}
1648437932 1611082224 {'positive': 0, 'negative': 1, 'total': 55}
1648517212 1611082224 {'positive': 1, 'negative': 0, 'total': 30}
1648523800 1611082224 {'positive': 0, 'negative': 1, 'total': 30}
1648562377 1611082224 {'positive': 1, 'negative': 0, 'total': 49}
1648609020 1611082224 {'positive': 1, 'negative': 0, 'total': 33}
1648643741 1611082224 {'positive': 1, 'negative': 0, 'total': 43}
1648697677 1611082224 {'positive': 0, 'negative': 1, 'total': 20}
1648770582 1611082224 {'positive': 1, 'negative': 0, 'total': 45}
1654754463 1611082224 {'positive': 1, 'negative': 0, 'total': 136}
1654680417 1611082224 {'positive': 1, 'negative': 0, 'total': 164}
1648688575 1195347197 {'positive': 0, 'negative': 1, 'total': 26}
1808781792 1195347197 {'positive': 1, 'negative': 0, 'total': 34}
1648522034 1195347197 {'positive': 1, 'negative': 0, 'total': 22}
1648537963 1195347197 {'positive': 0, 'negative': 1, 'total': 13}
1820054704 1195347197 {'positive': 0, 'negative': 3, 'total': 121}
1654730004 1195347197 {'positive': 0, 'negative': 1, 'total': 69}
1654676623 1195347197 {'positive': 1, 'negative': 0, 'total': 316}
1654703545 1195347197 {'positive': 1, 'negative': 1, 'total': 124}
1654716241 1195347197 {'positive': 1, 'negative': 0, 'total': 106}
1654764185 1195347197 {'positive': 1, 'negative': 0, 'total': 91}
1654842270 1195347197 {'positive': 1, 'negative': 0, 'total': 43}
1819921793 1195347197 {'positive': 0, 'negative': 1, 'total': 2}
1654855605 1195347197 {'positive': 0, 'negative': 1, 'total': 25}
1807926970 1704202922 {'positive': 1, 'negative': 0, 'total': 50}
1808010080 1704202922 {'positive': 1, 'negative': 0, 'total': 18}
1648612545 1704202922 {'positive': 1, 'negative': 0, 'total': 24}
1819939953 1704202922 {'positive': 1, 'negative': 0, 'total': 14}
1648737171 1196900641 {'positive': 1, 'negative': 0, 'total': 3}
1648650917 3044133681 {'positive': 1, 'negative': 0, 'total': 18}
1654715720 3044133681 {'positive': 1, 'negative': 0, 'total': 85}
1819971291 3044133681 {'positive': 1, 'negative': 0, 'total': 79}
1648672205 1639498782 {'positive': 1, 'negative': 0, 'total': 27}
1819999127 1639498782 {'positive': 1, 'negative': 0, 'total': 64}
1654692573 1639498782 {'positive': 2, 'negative': 0, 'total': 94}
1654850093 1639498782 {'positive': 0, 'negative': 1, 'total': 59}
1654676623 1639498782 {'positive': 1, 'negative': 0, 'total': 316}
1654764185 1639498782 {'positive': 1, 'negative': 0, 'total': 91}
1654811311 1639498782 {'positive': 0, 'negative': 1, 'total': 58}
1819894443 1639498782 {'positive': 0, 'negative': 1, 'total': 53}
1820062193 1639498782 {'positive': 1, 'negative': 0, 'total': 30}
1654730004 1639498782 {'positive': 2, 'negative': 1, 'total': 69}
1819888840 1639498782 {'positive': 1, 'negative': 0, 'total': 38}
1819894847 1639498782 {'positive': 1, 'negative': 0, 'total': 54}
1654728350 1639498782 {'positive': 1, 'negative': 0, 'total': 91}
1820050655 1639498782 {'positive': 1, 'negative': 0, 'total': 48}
1819994035 1639498782 {'positive': 1, 'negative': 0, 'total': 27}
1690965082 1639498782 {'positive': 1, 'negative': 0, 'total': 27}
1689147222 1639498782 {'positive': 1, 'negative': 0, 'total': 2}
1690692837 1639498782 {'positive': 2, 'negative': 0, 'total': 8}
1648481024 2606885357 {'positive': 1, 'negative': 0, 'total': 31}
1654792913 2606885357 {'positive': 0, 'negative': 1, 'total': 88}
1648623305 1402904521 {'positive': 0, 'negative': 1, 'total': 22}
1648719487 1402904521 {'positive': 0, 'negative': 1, 'total': 15}
1648417412 1663810437 {'positive': 0, 'negative': 1, 'total': 12}
1654818332 1663810437 {'positive': 0, 'negative': 1, 'total': 27}
1648476880 1214686260 {'positive': 1, 'negative': 0, 'total': 45}
1808054662 1214686260 {'positive': 1, 'negative': 0, 'total': 28}
1648679241 1214686260 {'positive': 1, 'negative': 0, 'total': 35}
1648547144 1214686260 {'positive': 1, 'negative': 0, 'total': 23}
1819975811 1214686260 {'positive': 1, 'negative': 0, 'total': 106}
1691011762 1214686260 {'positive': 1, 'negative': 0, 'total': 20}
1648455952 1250665443 {'positive': 1, 'negative': 0, 'total': 20}
1808004822 1563815015 {'positive': 0, 'negative': 1, 'total': 22}
1808018542 1563815015 {'positive': 1, 'negative': 0, 'total': 20}
1819971291 1563815015 {'positive': 0, 'negative': 1, 'total': 79}
1654849555 1563815015 {'positive': 1, 'negative': 0, 'total': 133}
1654777605 1563815015 {'positive': 0, 'negative': 1, 'total': 71}
1654637923 1563815015 {'positive': 0, 'negative': 1, 'total': 22}
1654786884 1563815015 {'positive': 1, 'negative': 0, 'total': 57}
1654871342 1563815015 {'positive': 4, 'negative': 0, 'total': 99}
1654738184 1563815015 {'positive': 1, 'negative': 0, 'total': 16}
1654882540 1563815015 {'positive': 1, 'negative': 1, 'total': 43}
1654747102 1563815015 {'positive': 1, 'negative': 0, 'total': 25}
1654770790 1563815015 {'positive': 1, 'negative': 0, 'total': 70}
1654865553 1563815015 {'positive': 1, 'negative': 0, 'total': 48}
1654829807 1563815015 {'positive': 1, 'negative': 0, 'total': 50}
1654676623 1563815015 {'positive': 1, 'negative': 0, 'total': 316}
1819104665 1563815015 {'positive': 0, 'negative': 1, 'total': 6}
1820020563 1563815015 {'positive': 1, 'negative': 0, 'total': 66}
1656257765 1563815015 {'positive': 2, 'negative': 0, 'total': 26}
1820798461 1563815015 {'positive': 2, 'negative': 0, 'total': 9}
1654703545 1563815015 {'positive': 1, 'negative': 0, 'total': 124}
1819067695 1563815015 {'positive': 1, 'negative': 0, 'total': 35}
1654702241 1563815015 {'positive': 1, 'negative': 0, 'total': 15}
1654802360 1563815015 {'positive': 1, 'negative': 0, 'total': 21}
1819054033 1563815015 {'positive': 1, 'negative': 0, 'total': 33}
1820788824 1563815015 {'positive': 1, 'negative': 0, 'total': 26}
1654639581 1563815015 {'positive': 1, 'negative': 0, 'total': 43}
1654658484 1563815015 {'positive': 1, 'negative': 0, 'total': 45}
1819910085 1563815015 {'positive': 1, 'negative': 0, 'total': 18}
1654839923 1563815015 {'positive': 1, 'negative': 0, 'total': 27}
1819072452 1563815015 {'positive': 0, 'negative': 1, 'total': 22}
1654736133 1563815015 {'positive': 2, 'negative': 0, 'total': 38}
1654804523 1563815015 {'positive': 0, 'negative': 1, 'total': 53}
1654878941 1563815015 {'positive': 1, 'negative': 0, 'total': 39}
1690782185 1563815015 {'positive': 1, 'negative': 0, 'total': 72}
1690856407 1563815015 {'positive': 1, 'negative': 0, 'total': 8}
1692838821 1563815015 {'positive': 0, 'negative': 1, 'total': 23}
1692750637 1563815015 {'positive': 1, 'negative': 0, 'total': 11}
1689081111 1563815015 {'positive': 1, 'negative': 0, 'total': 5}
1688997352 1563815015 {'positive': 1, 'negative': 0, 'total': 4}
1691024035 1563815015 {'positive': 1, 'negative': 0, 'total': 12}
1690650123 1563815015 {'positive': 0, 'negative': 1, 'total': 4}
1690965082 1563815015 {'positive': 1, 'negative': 0, 'total': 27}
1648437844 1864955721 {'positive': 1, 'negative': 0, 'total': 20}
1654676623 1864955721 {'positive': 1, 'negative': 0, 'total': 316}
1648246025 2992352864 {'positive': 0, 'negative': 1, 'total': 19}
1819928980 2992352864 {'positive': 2, 'negative': 1, 'total': 54}
1654676815 2992352864 {'positive': 2, 'negative': 2, 'total': 178}
1654725695 2992352864 {'positive': 0, 'negative': 1, 'total': 99}
1654813922 2992352864 {'positive': 1, 'negative': 0, 'total': 38}
1819125741 2992352864 {'positive': 1, 'negative': 1, 'total': 147}
1654764185 2992352864 {'positive': 1, 'negative': 0, 'total': 91}
1654786714 2992352864 {'positive': 1, 'negative': 0, 'total': 41}
1654845823 2992352864 {'positive': 1, 'negative': 0, 'total': 79}
1654809764 2992352864 {'positive': 1, 'negative': 0, 'total': 53}
1820039743 2992352864 {'positive': 0, 'negative': 1, 'total': 58}
1648476880 2143285015 {'positive': 1, 'negative': 0, 'total': 45}
1648605393 2143285015 {'positive': 1, 'negative': 0, 'total': 26}
1648643741 2143285015 {'positive': 1, 'negative': 0, 'total': 43}
1819035447 2143285015 {'positive': 0, 'negative': 1, 'total': 49}
1654680417 2143285015 {'positive': 1, 'negative': 0, 'total': 164}
1654676623 2143285015 {'positive': 1, 'negative': 0, 'total': 316}
1654732361 2143285015 {'positive': 0, 'negative': 1, 'total': 70}
1654760247 2143285015 {'positive': 1, 'negative': 0, 'total': 56}
1654792913 2143285015 {'positive': 1, 'negative': 0, 'total': 88}
1648468624 2854309100 {'positive': 0, 'negative': 1, 'total': 1}
1648658142 1266286555 {'positive': 1, 'negative': 0, 'total': 27}
1820007567 1266286555 {'positive': 1, 'negative': 0, 'total': 56}
1654637923 1266286555 {'positive': 1, 'negative': 0, 'total': 22}
1654770790 1266286555 {'positive': 1, 'negative': 0, 'total': 70}
1820047181 1266286555 {'positive': 1, 'negative': 0, 'total': 52}
1654684767 1266286555 {'positive': 1, 'negative': 0, 'total': 49}
1648521963 1658324172 {'positive': 0, 'negative': 1, 'total': 2}
1648401392 1704024994 {'positive': 0, 'negative': 1, 'total': 9}
1807933584 1704024994 {'positive': 0, 'negative': 1, 'total': 12}
1654725222 1704024994 {'positive': 0, 'negative': 1, 'total': 134}
1648792714 2146525962 {'positive': 2, 'negative': 0, 'total': 8}
1819972707 2146525962 {'positive': 1, 'negative': 0, 'total': 55}
1819045984 2146525962 {'positive': 1, 'negative': 1, 'total': 89}
1819975811 2146525962 {'positive': 1, 'negative': 0, 'total': 106}
1819960994 2146525962 {'positive': 1, 'negative': 0, 'total': 26}
1819937932 2146525962 {'positive': 1, 'negative': 0, 'total': 7}
1654830640 2146525962 {'positive': 0, 'negative': 1, 'total': 65}
1654647327 2146525962 {'positive': 0, 'negative': 1, 'total': 58}
1819125741 2146525962 {'positive': 1, 'negative': 0, 'total': 147}
1819888783 2146525962 {'positive': 1, 'negative': 0, 'total': 45}
1819909530 2146525962 {'positive': 1, 'negative': 0, 'total': 18}
1819082467 2146525962 {'positive': 0, 'negative': 1, 'total': 47}
1819078733 2146525962 {'positive': 1, 'negative': 0, 'total': 62}
1654713890 2146525962 {'positive': 1, 'negative': 0, 'total': 101}
1692756885 2146525962 {'positive': 1, 'negative': 0, 'total': 22}
1648638832 2613440955 {'positive': 0, 'negative': 1, 'total': 6}
1654773857 2613440955 {'positive': 0, 'negative': 1, 'total': 126}
1808070451 1683077013 {'positive': 1, 'negative': 0, 'total': 21}
1819948431 1683077013 {'positive': 0, 'negative': 1, 'total': 27}
1654791891 1683077013 {'positive': 1, 'negative': 0, 'total': 48}
1654799492 1683077013 {'positive': 0, 'negative': 1, 'total': 85}
1820051271 1683077013 {'positive': 0, 'negative': 1, 'total': 95}
1654878765 1683077013 {'positive': 1, 'negative': 0, 'total': 68}
1820054452 1683077013 {'positive': 1, 'negative': 0, 'total': 76}
1648561311 1877967664 {'positive': 0, 'negative': 1, 'total': 26}
1808070557 1877967664 {'positive': 1, 'negative': 0, 'total': 10}
1808798324 1877967664 {'positive': 0, 'negative': 1, 'total': 13}
1808833874 1877967664 {'positive': 1, 'negative': 0, 'total': 51}
1654829870 1877967664 {'positive': 1, 'negative': 0, 'total': 68}
1820047271 1877967664 {'positive': 0, 'negative': 1, 'total': 79}
1808061480 1745443430 {'positive': 1, 'negative': 0, 'total': 17}
1648775643 1745443430 {'positive': 1, 'negative': 0, 'total': 16}
1807957000 1764452651 {'positive': 1, 'negative': 0, 'total': 2}
1648464552 1764452651 {'positive': 1, 'negative': 0, 'total': 14}
1807967302 1764452651 {'positive': 0, 'negative': 1, 'total': 12}
1808018275 1764452651 {'positive': 1, 'negative': 0, 'total': 34}
1648598667 1764452651 {'positive': 1, 'negative': 0, 'total': 33}
1808025123 1764452651 {'positive': 0, 'negative': 1, 'total': 22}
